         1    -0.00023
         2    -0.00093
         3    -0.00155
         4    -0.00334
         5    -0.01475
         6     0.00449
         7     0.02691
         8     0.02136
         9     0.02501
        10     0.02745
        11     0.02334
        12     0.00781
        13     0.00437
        14     0.00772
        15     0.00594
        16    -0.00437
        17     0.00158
        18     0.01151
        19     0.00372
        20    -0.00887
        21     0.00845
        22     0.02280
        23     0.02345
        24     0.02917
        25     0.03568
        26     0.02887
        27     0.00977
        28     0.00243
        29     0.01063
        30     0.01852
        31     0.04201
        32     0.07144
        33     0.10285
        34     0.12181
        35     0.12111
        36     0.11371
        37     0.10537
        38     0.08969
        39     0.06952
        40     0.03829
        41     0.02923
        42    -0.00163
        43    -0.02122
        44    -0.01400
        45     0.01361
        46     0.06482
        47     0.13638
        48     0.19227
        49     0.13734
        50    -0.01014
        51    -0.16173
        52    -0.18646
        53    -0.13102
        54    -0.06995
        55    -0.09903
        56    -0.18331
        57    -0.21932
        58    -0.20070
        59    -0.15275
        60    -0.04900
        61     0.07791
        62     0.12280
        63     0.07825
        64    -0.01265
        65    -0.07466
        66    -0.09948
        67    -0.10809
        68    -0.09881
        69    -0.06986
        70    -0.02138
        71     0.03500
        72     0.07314
        73     0.08396
        74     0.06929
        75     0.03782
        76     0.00800
        77    -0.00807
        78    -0.00160
        79     0.01032
        80     0.01035
        81     0.00888
        82     0.01310
        83     0.02762
        84     0.03888
