         1     0.00006
         2    -0.00007
         3    -0.00061
         4    -0.00117
         5    -0.00160
         6    -0.00251
         7    -0.00342
         8    -0.00443
         9    -0.00510
        10    -0.00620
        11    -0.01204
        12    -0.01202
        13     0.01969
        14     0.02287
        15     0.04289
        16     0.06573
        17     0.04657
        18     0.02082
        19    -0.00378
        20    -0.02274
        21    -0.03133
        22    -0.04422
        23    -0.02978
        24    -0.01539
        25     0.00843
        26     0.02823
        27     0.04725
        28     0.05799
        29     0.03955
        30     0.03694
        31     0.02712
        32    -0.00802
        33    -0.02321
        34    -0.01388
        35     0.00173
        36     0.01894
        37     0.09305
        38     0.16041
        39     0.18959
        40     0.20328
        41     0.17160
        42     0.14551
        43     0.11585
        44     0.07051
        45     0.00290
        46    -0.07530
        47    -0.14783
        48    -0.18694
        49    -0.16774
        50    -0.13645
        51    -0.03731
        52     0.05187
        53     0.09684
        54     0.09159
        55     0.04638
        56    -0.02895
        57    -0.14427
        58    -0.24186
        59    -0.24926
        60    -0.15547
        61    -0.05220
        62    -0.03214
        63    -0.07128
        64    -0.14902
        65    -0.21111
        66    -0.18413
        67    -0.07166
        68     0.07862
        69     0.14342
        70     0.07623
        71    -0.08481
        72    -0.20922
        73    -0.24278
        74    -0.17701
        75    -0.07373
        76     0.01093
        77     0.10426
        78     0.14100
        79     0.12904
        80     0.09375
        81     0.05187
        82     0.01236
        83    -0.01357
        84    -0.02934
