         1    -0.00026
         2    -0.00070
         3    -0.00016
         4    -0.00138
         5    -0.01124
         6     0.00964
         7     0.04629
         8    -0.01528
         9    -0.00668
        10     0.03013
        11    -0.00238
        12    -0.03876
        13    -0.01783
        14     0.00257
        15     0.02388
        16    -0.00388
        17    -0.01709
        18     0.01351
        19     0.00602
        20    -0.02799
        21    -0.00709
        22     0.02287
        23     0.02330
        24     0.03468
        25     0.03703
        26     0.00922
        27    -0.00231
        28    -0.01539
        29    -0.02201
        30    -0.00758
        31     0.02788
        32     0.05730
        33     0.06741
        34     0.07352
        35     0.06089
        36     0.03379
        37     0.00150
        38    -0.00872
        39    -0.00792
        40    -0.00691
        41     0.00056
        42     0.03537
        43     0.06319
        44     0.05997
        45     0.06607
        46     0.11557
        47     0.17701
        48     0.25605
        49     0.35255
        50     0.52852
        51     1.04479
        52     1.24590
        53     0.45255
        54    -0.44651
        55    -0.41286
        56    -0.33517
        57    -0.38965
        58    -0.21610
        59     0.08892
        60     0.34175
        61     0.29143
        62     0.10406
        63     0.01198
        64    -0.06323
        65    -0.07511
        66    -0.04084
        67    -0.04320
        68    -0.02117
        69     0.00955
        70     0.06606
        71     0.09880
        72     0.08674
        73     0.06878
        74     0.05020
        75     0.03339
        76     0.00680
        77    -0.02271
        78    -0.04259
        79    -0.04541
        80    -0.00986
        81     0.04390
        82     0.08014
        83     0.07011
        84     0.03409
