         1    -0.00001
         2    -0.00073
         3    -0.00153
         4    -0.00435
         5    -0.01193
         6     0.01336
         7     0.01487
         8     0.01139
         9     0.01863
        10     0.02889
        11     0.01657
        12     0.00538
        13     0.00626
        14     0.00253
        15     0.00581
        16    -0.00908
        17     0.00311
        18     0.00694
        19    -0.00095
        20    -0.00436
        21     0.01358
        22     0.01989
        23     0.02700
        24     0.03191
        25     0.03529
        26     0.02832
        27     0.01081
        28     0.00502
        29     0.01481
        30     0.02545
        31     0.05334
        32     0.08174
        33     0.11300
        34     0.12673
        35     0.12762
        36     0.11810
        37     0.11259
        38     0.09865
        39     0.07780
        40     0.05427
        41     0.04520
        42     0.01131
        43    -0.00210
        44     0.00816
        45     0.03783
        46     0.12228
        47     0.26880
        48     0.37979
        49     0.18709
        50    -0.09890
        51    -0.26715
        52    -0.29216
        53    -0.22764
        54    -0.18251
        55    -0.20548
        56    -0.27241
        57    -0.27641
        58    -0.22811
        59    -0.15509
        60    -0.03521
        61     0.06827
        62     0.07922
        63     0.01420
        64    -0.06398
        65    -0.11694
        66    -0.13573
        67    -0.13603
        68    -0.12263
        69    -0.08780
        70    -0.03867
        71     0.01245
        72     0.04560
        73     0.05237
        74     0.03347
        75     0.00272
        76    -0.02346
        77    -0.03520
        78    -0.02906
        79    -0.01682
        80    -0.01228
        81    -0.00404
        82     0.00474
        83     0.01949
        84     0.02263
