         1     0.00003
         2    -0.00002
         3    -0.00082
         4    -0.00179
         5    -0.00269
         6    -0.00305
         7    -0.00384
         8    -0.00624
         9    -0.02239
        10     0.01560
        11     0.03824
        12     0.00818
        13     0.03474
        14     0.04609
        15     0.01168
        16     0.01438
        17    -0.00159
        18    -0.01099
        19    -0.01457
        20    -0.03238
        21    -0.00936
        22     0.00911
        23    -0.00423
        24     0.01113
        25     0.04666
        26     0.04129
        27     0.03769
        28     0.03968
        29     0.02163
        30     0.00369
        31    -0.00444
        32    -0.00089
        33     0.02947
        34     0.05202
        35     0.09132
        36     0.12969
        37     0.15713
        38     0.15862
        39     0.13626
        40     0.12847
        41     0.10698
        42     0.06491
        43    -0.00393
        44    -0.05004
        45    -0.11498
        46    -0.14173
        47    -0.11345
        48    -0.08219
        49    -0.05095
        50    -0.01351
        51     0.04113
        52     0.08561
        53     0.02628
        54    -0.07446
        55    -0.13800
        56    -0.14049
        57    -0.11376
        58    -0.09842
        59    -0.11432
        60    -0.13929
        61    -0.16472
        62    -0.17670
        63    -0.15104
        64    -0.02739
        65     0.06373
        66     0.05907
        67     0.00803
        68    -0.05284
        69    -0.12220
        70    -0.14886
        71    -0.12378
        72    -0.06776
        73    -0.01178
        74     0.02298
        75     0.03445
        76     0.04640
        77     0.06182
        78     0.05553
        79     0.04379
        80     0.04338
        81     0.01983
        82    -0.01933
        83    -0.03734
        84    -0.03751
