         1    -0.00045
         2    -0.00109
         3    -0.00182
         4    -0.00265
         5    -0.00654
         6    -0.02527
         7     0.03400
         8     0.03874
         9     0.00253
        10     0.01743
        11     0.04935
        12     0.00404
        13    -0.01392
        14     0.01571
        15     0.00131
        16    -0.01473
        17    -0.01611
        18     0.00823
        19     0.00089
        20    -0.00657
        21    -0.00718
        22     0.03274
        23     0.02751
        24     0.01285
        25     0.04114
        26     0.04057
        27     0.00329
        28    -0.00783
        29     0.00693
        30     0.01415
        31     0.02079
        32     0.06602
        33     0.09584
        34     0.12256
        35     0.11690
        36     0.11006
        37     0.09090
        38     0.08181
        39     0.06328
        40     0.03005
        41     0.00468
        42     0.00274
        43    -0.03979
        44    -0.04565
        45     0.00681
        46     0.03926
        47     0.10321
        48     0.16026
        49     0.09048
        50    -0.01817
        51    -0.14346
        52    -0.21252
        53    -0.14260
        54    -0.00996
        55    -0.05531
        56    -0.15537
        57    -0.23759
        58    -0.23968
        59    -0.18294
        60    -0.08968
        61     0.06343
        62     0.17007
        63     0.13141
        64     0.01165
        65    -0.05370
        66    -0.09042
        67    -0.11953
        68    -0.11120
        69    -0.08793
        70    -0.04121
        71     0.02744
        72     0.07852
        73     0.09395
        74     0.08299
        75     0.04427
        76     0.00954
        77    -0.01234
        78    -0.00870
        79     0.00862
        80     0.01429
        81    -0.00142
        82    -0.00152
        83     0.01707
        84     0.03937
