         1    -0.00050
         2    -0.00071
         3    -0.00339
         4    -0.02084
         5     0.06160
         6     0.02344
         7    -0.02984
         8     0.02271
         9     0.03248
        10     0.01471
        11     0.00296
        12     0.00785
        13    -0.00177
        14     0.00165
        15    -0.00226
        16     0.01539
        17    -0.00603
        18     0.00452
        19    -0.01264
        20     0.01875
        21     0.00984
        22     0.01228
        23     0.02537
        24     0.02376
        25     0.02389
        26     0.00959
        27     0.00820
        28     0.01373
        29     0.01201
        30     0.04204
        31     0.04783
        32     0.08216
        33     0.09806
        34     0.10655
        35     0.10889
        36     0.10377
        37     0.08524
        38     0.06723
        39     0.04365
        40     0.07243
        41     0.04410
        42     0.05511
        43     0.08954
        44     0.13449
        45     0.21996
        46     0.33074
        47     0.39449
        48     0.20574
        49    -0.15565
        50    -0.16969
        51    -0.17012
        52    -0.19692
        53    -0.19271
        54    -0.18396
        55    -0.21412
        56    -0.26360
        57    -0.28394
        58    -0.22501
        59    -0.14979
        60    -0.03825
        61     0.05996
        62     0.09173
        63     0.04377
        64    -0.04071
        65    -0.11195
        66    -0.14535
        67    -0.13433
        68    -0.10143
        69    -0.06110
        70    -0.01628
        71     0.02271
        72     0.05001
        73     0.04937
        74     0.03140
        75     0.00418
        76    -0.01721
        77    -0.02429
        78    -0.02513
        79    -0.02374
        80    -0.01449
        81    -0.00020
        82     0.01524
        83     0.03226
        84     0.03456
