         1     0.00126
         2     0.00181
         3     0.00236
         4     0.00176
         5    -0.00027
         6    -0.00446
         7     0.00565
         8     0.00675
         9     0.02075
        10     0.00709
        11    -0.01119
        12    -0.00236
        13    -0.00888
        14     0.00286
        15     0.01837
        16     0.00084
        17     0.01304
        18     0.00747
        19    -0.00246
        20    -0.00163
        21     0.00199
        22     0.00260
        23     0.00655
        24     0.01604
        25     0.01562
        26     0.00212
        27    -0.00358
        28    -0.00212
        29     0.00216
        30     0.00426
        31     0.01515
        32     0.01824
        33     0.02000
        34     0.01777
        35     0.01083
        36     0.00647
        37     0.00428
        38     0.00558
        39     0.00825
        40     0.01344
        41     0.01938
        42     0.02174
        43     0.03667
        44     0.03303
        45     0.03077
        46     0.03761
        47     0.04555
        48     0.07067
        49     0.09072
        50     0.11794
        51     0.17713
        52     0.32896
        53     0.62289
        54     0.76616
        55     0.39356
        56    -0.00268
        57     0.00067
        58     0.10929
        59     0.20603
        60     0.15375
        61     0.09299
        62     0.06945
        63     0.06159
        64     0.05695
        65     0.04800
        66     0.04253
        67     0.06246
        68     0.07470
        69     0.07246
        70     0.06191
        71     0.05179
        72     0.03820
        73     0.04514
        74     0.04969
        75     0.04038
        76     0.01815
        77    -0.00987
        78    -0.00402
        79     0.00782
        80     0.03692
        81     0.04121
        82     0.02963
        83     0.01893
        84     0.00620
