         1     0.00084
         2     0.00136
         3     0.00136
         4     0.00089
         5     0.00076
         6     0.00073
         7     0.00026
         8     0.00033
         9     0.00209
        10     0.00179
        11     0.00108
        12     0.00314
        13     0.00190
        14     0.00047
        15     0.00175
        16     0.00442
        17     0.00350
        18     0.00150
        19     0.00189
        20     0.00373
        21     0.00264
        22     0.00310
        23     0.00297
        24     0.00456
        25     0.00349
        26     0.00298
        27     0.00326
        28     0.00349
        29     0.00432
        30     0.00491
        31     0.00452
        32     0.00586
        33     0.00591
        34     0.00500
        35     0.00656
        36     0.00881
        37     0.00882
        38     0.01036
        39     0.01194
        40     0.01322
        41     0.01409
        42     0.01344
        43     0.01371
        44     0.01513
        45     0.01649
        46     0.01612
        47     0.01687
        48     0.02119
        49     0.02651
        50     0.03347
        51     0.04156
        52     0.05489
        53     0.07655
        54     0.10855
        55     0.12965
        56     0.14949
        57     0.17111
        58     0.18557
        59     0.17792
        60     0.14682
        61     0.11446
        62     0.09668
        63     0.09022
        64     0.08156
        65     0.07505
        66     0.07428
        67     0.07490
        68     0.06767
        69     0.05633
        70     0.04580
        71     0.03880
        72     0.03622
        73     0.04110
        74     0.04521
        75     0.04327
        76     0.02783
        77     0.01935
        78     0.02345
        79     0.02991
        80     0.03043
        81     0.02286
        82     0.01591
        83     0.01335
        84     0.01163
