         1    -0.00007
         2    -0.00027
         3    -0.00069
         4    -0.00156
         5    -0.00259
         6    -0.00325
         7    -0.00392
         8    -0.00653
         9    -0.01503
        10     0.00087
        11     0.01601
        12     0.02149
        13     0.02913
        14     0.05160
        15     0.03769
        16     0.00813
        17     0.00866
        18     0.00228
        19    -0.01243
        20    -0.02688
        21    -0.02614
        22     0.00473
        23     0.00018
        24    -0.00126
        25     0.02609
        26     0.04798
        27     0.04723
        28     0.03743
        29     0.02716
        30     0.01605
        31    -0.01448
        32    -0.00289
        33     0.01689
        34     0.02592
        35     0.07339
        36     0.12229
        37     0.13790
        38     0.16398
        39     0.16759
        40     0.13892
        41     0.11969
        42     0.09031
        43     0.02936
        44    -0.02646
        45    -0.08114
        46    -0.14112
        47    -0.14067
        48    -0.07496
        49    -0.05186
        50    -0.02894
        51    -0.00552
        52     0.04834
        53     0.07044
        54     0.00377
        55    -0.10523
        56    -0.16430
        57    -0.14800
        58    -0.09783
        59    -0.07591
        60    -0.11804
        61    -0.16872
        62    -0.17139
        63    -0.16727
        64    -0.10837
        65    -0.00620
        66     0.07615
        67     0.06986
        68    -0.01514
        69    -0.09508
        70    -0.13625
        71    -0.14530
        72    -0.10807
        73    -0.04387
        74    -0.00395
        75     0.02517
        76     0.04508
        77     0.05909
        78     0.07071
        79     0.06158
        80     0.04686
        81     0.02072
        82    -0.01198
        83    -0.03551
        84    -0.04235
