         1    -0.00023
         2    -0.00081
         3    -0.00161
         4    -0.00331
         5    -0.01094
         6     0.02023
         7     0.01496
         8    -0.01413
         9     0.03020
        10     0.03092
        11     0.01615
        12    -0.00721
        13    -0.02152
        14    -0.02605
        15     0.01726
        16     0.00123
        17    -0.02216
        18     0.01315
        19     0.01829
        20    -0.01881
        21     0.00068
        22     0.01106
        23     0.02188
        24     0.04970
        25     0.05180
        26     0.04635
        27     0.04340
        28     0.02801
        29     0.03824
        30     0.05464
        31     0.07666
        32     0.12707
        33     0.14593
        34     0.16006
        35     0.14100
        36     0.11129
        37     0.07961
        38     0.05670
        39     0.04626
        40     0.04712
        41     0.06335
        42     0.12840
        43     0.13896
        44     0.20308
        45     0.29845
        46     0.42590
        47     0.61842
        48     0.83231
        49     1.05556
        50     1.05537
        51     0.66390
        52    -0.13335
        53    -0.22777
        54    -0.12472
        55    -0.25200
        56    -0.35037
        57    -0.36726
        58    -0.27782
        59    -0.14285
        60     0.10137
        61     0.29202
        62     0.26562
        63     0.09088
        64    -0.05159
        65    -0.12274
        66    -0.10816
        67    -0.08782
        68    -0.07403
        69    -0.06025
        70    -0.00292
        71     0.07710
        72     0.11284
        73     0.10794
        74     0.07097
        75     0.02804
        76    -0.00207
        77    -0.01911
        78    -0.02876
        79    -0.03005
        80    -0.03166
        81    -0.00527
        82     0.04109
        83     0.07537
        84     0.05933
